recv_buf,delay_ms,read_size,send_rate_mbps,receiver_capacity_kbps,oversubscription_ratio,net_delay_ms,net_jitter_ms,net_loss_pct,congestion_algo,duration_actual,bytes_transferred,actual_throughput_kbps,zero_window_count,zero_window_duration_ms,zero_window_pct,window_min,window_max,window_mean,window_oscillations,rtt_min_us,rtt_max_us,rtt_mean_us,rtt_stddev_us,rtt_p50_us,rtt_p95_us,rtt_p99_us,rtt_samples,total_packets,retransmit_count,dup_ack_count,fast_retransmit_count,out_of_order_count,zero_window_probe_count,window_full_count,timestamp,success,error,predicted,ground_truth,correct,_source
16384,20,4096,20.0,200.0,102.4,0,0,0.0,cubic,10.013899391982704,2035712,198.5240636221716,90,0.0,0.0,0,64512,52040.86260869565,632,19.0,41996.0,26373.54512635379,10557.77399732773,20172.0,41652.0,41976.0,277,1725,2,0,0,0,0,272,2025-12-23T20:45:57.303573,True,,receiver,receiver,True,diag-receiver-pure
16384,20,8192,5.0,400.0,12.8,0,0,0.0,cubic,10.014459519996308,4037896,393.75642835505255,0,0.0,0.0,1448,64512,55944.04808604872,956,16.0,20429.0,19815.163900414937,2407.405593798782,20095.0,20220.0,20323.0,482,3161,4,0,0,0,0,479,2025-12-23T20:46:10.032536,True,,healthy,receiver,False,diag-receiver-pure
16384,20,8192,10.0,400.0,25.6,0,0,0.0,cubic,10.004679576028138,4037400,394.0929249695454,0,0.0,0.0,1448,64512,55931.90539262063,962,12.0,20296.0,19846.3850931677,2224.6389701152466,20090.0,20151.0,20237.0,483,3171,4,0,0,0,0,481,2025-12-23T20:46:22.885410,True,,healthy,receiver,False,diag-receiver-pure
16384,20,8192,20.0,400.0,51.2,0,0,0.0,cubic,10.009578848956153,4037896,393.9484240049942,0,0.0,0.0,1448,64512,55938.50172684458,962,20.0,20307.0,19816.67489711934,2392.5015691751696,20097.0,20185.0,20277.0,486,3185,4,0,0,0,0,483,2025-12-23T20:46:35.711339,True,,healthy,receiver,False,diag-receiver-pure
16384,30,4096,5.0,133.33333333333334,38.4,0,0,0.0,cubic,10.00638314092066,1359872,132.7152859627374,60,0.0,0.0,0,64512,52035.46712802768,422,21.0,42011.0,32387.2513368984,8063.615778179984,30148.0,41537.0,42006.0,187,1156,3,0,0,0,0,183,2025-12-23T20:46:48.612713,True,,receiver,receiver,True,diag-receiver-pure
16384,30,4096,10.0,133.33333333333334,76.8,0,0,0.0,cubic,10.008285566000268,1359872,132.69005877604317,60,0.0,0.0,0,64512,52035.46712802768,422,25.0,41839.0,32379.47593582888,8038.466825323554,30139.0,40996.0,41719.0,187,1156,3,0,0,0,0,183,2025-12-23T20:47:01.285129,True,,receiver,receiver,True,diag-receiver-pure
16384,30,4096,20.0,133.33333333333334,153.6,0,0,0.0,cubic,10.000809968914837,1359872,132.78924448397433,60,0.0,0.0,0,64512,52035.46712802768,422,12.0,42033.0,32462.454545454544,8142.322813140512,30116.0,41674.0,42014.0,187,1156,3,0,0,0,0,183,2025-12-23T20:47:13.944657,True,,receiver,receiver,True,diag-receiver-pure
16384,30,8192,5.0,266.6666666666667,19.2,0,0,0.0,cubic,10.0135359140113,2693736,262.7045616143612,0,0.0,0.0,1448,64512,55899.19634703196,661,7.0,30373.0,29486.01488095238,4303.4504134575645,30112.0,30202.0,30245.0,336,2190,4,0,0,0,0,333,2025-12-23T20:47:26.614423,True,,healthy,receiver,False,diag-receiver-pure
16384,30,8192,10.0,266.6666666666667,38.4,0,0,0.0,cubic,10.024953349027784,2693736,262.40536697910073,0,0.0,0.0,1448,64512,55899.19634703196,661,9.0,30364.0,29515.779761904763,4304.853036490432,30132.0,30262.0,30337.0,336,2190,4,0,0,0,0,333,2025-12-23T20:47:39.411557,True,,healthy,receiver,False,diag-receiver-pure
16384,30,8192,20.0,266.6666666666667,76.8,0,0,0.0,cubic,10.00968468701467,2693736,262.80563721578744,0,0.0,0.0,1448,64512,55908.34965675057,659,13.0,30545.0,29483.57014925373,4304.933652166627,30111.0,30163.0,30210.0,335,2185,4,0,0,0,0,332,2025-12-23T20:47:52.244341,True,,healthy,receiver,False,diag-receiver-pure
16384,50,4096,5.0,80.0,64.0,0,0,0.0,cubic,10.023688780958764,819200,79.81093761806521,33,0.0,0.0,0,64512,50438.53351573188,305,6.0,42007.0,31223.312056737588,15112.792402481182,40557.0,41925.0,41987.0,141,731,2,0,0,0,0,137,2025-12-23T20:48:05.031782,True,,receiver,receiver,True,diag-receiver-pure
16384,50,4096,10.0,80.0,128.0,0,0,0.0,cubic,10.023341166088358,819200,79.81370550436952,34,0.0,0.0,0,64512,50369.62841530055,306,8.0,41995.0,31317.788732394365,15180.25359362068,40689.0,41966.0,41994.0,142,732,2,0,0,0,0,137,2025-12-23T20:48:17.734770,True,,receiver,receiver,True,diag-receiver-pure
16384,50,4096,20.0,80.0,256.0,0,0,0.0,cubic,10.02256767603103,819200,79.81986511432594,34,0.0,0.0,0,64512,50369.62841530055,306,6.0,42002.0,31336.5,15174.415904831953,40628.0,41974.0,41987.0,142,732,2,0,0,0,0,137,2025-12-23T20:48:30.478385,True,,receiver,receiver,True,diag-receiver-pure
16384,50,8192,5.0,160.0,32.0,0,0,0.0,cubic,10.027379857958294,1624992,158.25731870928792,63,0.0,0.0,0,64512,50874.63636363636,575,22.0,42002.0,32061.44827586207,14548.898501123156,40648.0,41952.0,41996.0,261,1408,2,0,0,0,0,257,2025-12-23T20:48:43.166285,True,,receiver,receiver,True,diag-receiver-pure
16384,50,8192,10.0,160.0,64.0,0,0,0.0,cubic,10.0306315489579,1624992,158.2060154691722,63,0.0,0.0,0,64512,50874.63636363636,575,10.0,42004.0,32065.77011494253,14595.260949786529,40742.0,41950.0,41984.0,261,1408,2,0,0,0,0,257,2025-12-23T20:48:55.925907,True,,receiver,receiver,True,diag-receiver-pure
16384,50,8192,20.0,160.0,128.0,0,0,0.0,cubic,10.025812247069553,1624992,158.2820634272138,63,0.0,0.0,0,64512,50874.63636363636,575,12.0,42017.0,32059.97701149425,14576.707034997507,40674.0,41965.0,42001.0,261,1408,2,0,0,0,0,257,2025-12-23T20:49:08.644103,True,,receiver,receiver,True,diag-receiver-pure
32768,5,4096,5.0,800.0,6.4,0,0,0.0,cubic,10.003262505983002,8044544,785.3437811215377,133,0.0,0.0,0,64512,54086.63235515425,2252,2.0,20541.0,6944.358878504673,4528.582704798144,5084.0,20262.0,20360.0,1070,6645,1,0,0,0,0,1055,2025-12-23T20:49:21.343277,True,,receiver,receiver,True,diag-receiver-pure
32768,5,4096,10.0,800.0,12.8,0,0,0.0,cubic,10.0021127309883,8044544,785.4340589124469,132,0.0,0.0,0,64512,54091.46108685835,2252,2.0,20509.0,6981.165420560747,4583.554822713802,5085.0,20264.0,20365.0,1070,6643,1,0,0,0,0,1056,2025-12-23T20:49:34.438163,True,,receiver,receiver,True,diag-receiver-pure
32768,5,4096,20.0,800.0,25.6,0,0,0.0,cubic,10.002686476917006,8011776,782.1898664978937,132,0.0,0.0,0,64512,54091.46108685835,2252,2.0,20818.0,7007.328037383178,4593.165370972589,5097.0,20280.0,20506.0,1070,6643,1,0,0,0,0,1056,2025-12-23T20:49:47.543117,True,,receiver,receiver,True,diag-receiver-pure
32768,5,8192,5.0,1600.0,3.2,0,0,0.0,cubic,10.004827713943088,16015360,1563.2453098821018,2,0.0,0.0,0,64512,56050.58538855281,3866,2.0,5344.0,5050.877960865088,450.6988097779778,5078.0,5169.0,5237.0,1942,12894,1,0,0,0,0,1927,2025-12-23T20:50:00.636823,True,,healthy,receiver,False,diag-receiver-pure
32768,5,8192,10.0,1600.0,6.4,0,0,0.0,cubic,10.000737598980775,15998976,1562.284766034889,0,0.0,0.0,1448,64512,56049.59218180408,3868,1.0,5322.0,5055.416152263375,441.8220669617247,5079.0,5179.0,5245.0,1944,12893,1,0,0,0,0,1930,2025-12-23T20:50:14.224369,True,,healthy,receiver,False,diag-receiver-pure
32768,5,8192,20.0,1600.0,12.8,0,0,0.0,cubic,10.001568809035234,16007168,1562.9548022384586,0,0.0,0.0,1448,64512,56049.4798727992,3868,3.0,5554.0,5055.131687242799,434.9440803469344,5075.0,5199.0,5292.0,1944,12893,0,0,0,0,0,1929,2025-12-23T20:50:27.757908,True,,healthy,receiver,False,diag-receiver-pure
32768,10,4096,5.0,400.0,12.8,0,0,0.0,cubic,10.004119595978407,4050944,395.4370958930045,75,0.0,0.0,0,64512,53955.224132730014,1125,1.0,40656.0,13730.158878504672,9386.63373652821,10085.0,40278.0,40444.0,535,3315,3,0,0,0,0,523,2025-12-23T20:50:41.299202,True,,receiver,receiver,True,diag-receiver-pure
32768,10,4096,10.0,400.0,25.6,0,0,0.0,cubic,10.001928922021762,4050944,395.52370656122855,81,0.0,0.0,0,64512,53841.67913148372,1131,6.0,40734.0,14154.577570093456,9436.6148221662,10092.0,40282.0,40383.0,535,3316,3,0,0,0,0,523,2025-12-23T20:50:54.125760,True,,receiver,receiver,True,diag-receiver-pure
32768,10,4096,20.0,400.0,51.2,0,0,0.0,cubic,10.00617469707504,4050944,395.355879720589,74,0.0,0.0,0,64512,53951.52587244284,1130,5.0,40661.0,14177.098513011151,9450.692407490656,10105.0,40321.0,40467.0,538,3324,2,0,0,0,0,524,2025-12-23T20:51:06.955855,True,,receiver,receiver,True,diag-receiver-pure
32768,10,8192,5.0,800.0,6.4,0,0,0.0,cubic,10.00441202800721,8093696,790.051427097651,0,0.0,0.0,1448,64512,56049.46705937064,1932,4.0,10346.0,9948.159836065572,1215.7701284330592,10093.0,10157.0,10217.0,976,6451,3,0,0,0,0,964,2025-12-23T20:51:19.848116,True,,healthy,receiver,False,diag-receiver-pure
32768,10,8192,10.0,800.0,12.8,0,0,0.0,cubic,10.005759243038485,8101888,790.7445909719227,0,0.0,0.0,1448,64512,56049.24259804682,1932,2.0,10446.0,9939.4631147541,1232.326160998825,10084.0,10145.0,10203.0,976,6451,3,0,0,0,0,964,2025-12-23T20:51:32.916894,True,,healthy,receiver,False,diag-receiver-pure
32768,10,8192,20.0,800.0,25.6,0,0,0.0,cubic,10.002929831971414,8093696,790.1684939083743,0,0.0,0.0,1448,64512,56049.24259804682,1932,2.0,10398.0,9947.660860655738,1212.5053036663105,10091.0,10151.0,10202.0,976,6451,2,0,0,0,0,963,2025-12-23T20:51:46.040236,True,,healthy,receiver,False,diag-receiver-pure
32768,15,4096,5.0,266.6666666666667,19.2,0,0,0.0,cubic,10.004080070066266,2711552,264.6920038078484,89,0.0,0.0,0,64512,53096.95931477516,815,1.0,41907.0,19351.17158176944,9789.707427983712,15106.0,40692.0,41840.0,373,2335,4,0,0,0,0,362,2025-12-23T20:51:59.125374,True,,receiver,receiver,True,diag-receiver-pure
32768,15,4096,10.0,266.6666666666667,38.4,0,0,0.0,cubic,10.000504532945342,2707456,264.3866608219306,89,0.0,0.0,0,64512,53092.068551842334,815,2.0,41973.0,19390.613941018768,9815.970443025892,15123.0,40992.0,41776.0,373,2334,3,0,0,0,0,361,2025-12-23T20:52:11.919537,True,,receiver,receiver,True,diag-receiver-pure
32768,15,4096,20.0,266.6666666666667,76.8,0,0,0.0,cubic,10.01370193308685,2711552,264.4376692749952,89,0.0,0.0,0,64512,53092.068551842334,815,1.0,41896.0,19367.91957104557,9762.25646376434,15109.0,40756.0,41378.0,373,2334,3,0,0,0,0,361,2025-12-23T20:52:24.706875,True,,receiver,receiver,True,diag-receiver-pure
32768,15,8192,5.0,533.3333333333334,9.6,0,0,0.0,cubic,10.00719057500828,5414912,528.420035609807,0,0.0,0.0,1448,64512,56046.62422715823,1306,6.0,15350.0,14773.146304675716,2203.799174293352,15097.0,15185.0,15243.0,663,4367,3,0,0,0,0,651,2025-12-23T20:52:37.544157,True,,healthy,receiver,False,diag-receiver-pure
32768,15,8192,10.0,533.3333333333334,19.2,0,0,0.0,cubic,10.001578008988872,5414912,528.7165680503051,0,0.0,0.0,1448,64512,56046.62422715823,1306,3.0,15446.0,14773.168929110105,2188.882577200558,15090.0,15178.0,15277.0,663,4367,3,0,0,0,0,651,2025-12-23T20:52:50.493879,True,,healthy,receiver,False,diag-receiver-pure
32768,15,8192,20.0,533.3333333333334,38.4,0,0,0.0,cubic,10.004815569031052,5414912,528.5454752777749,0,0.0,0.0,1448,64512,56046.62422715823,1306,2.0,15282.0,14778.862745098038,2182.024397516483,15095.0,15181.0,15218.0,663,4367,3,0,0,0,0,651,2025-12-23T20:53:03.476583,True,,healthy,receiver,False,diag-receiver-pure
32768,20,4096,5.0,200.0,25.6,0,0,0.0,cubic,10.002813261002302,2035712,198.7440881007508,72,0.0,0.0,0,64512,52912.4331797235,602,5.0,41977.0,23824.13978494624,10194.330358623214,20117.0,40889.0,41798.0,279,1736,3,0,0,0,0,267,2025-12-23T20:53:16.417682,True,,receiver,receiver,True,diag-receiver-pure
32768,20,4096,10.0,200.0,51.2,0,0,0.0,cubic,10.00467363302596,2035712,198.707131578736,70,0.0,0.0,0,64512,52980.11296829971,602,5.0,41732.0,23813.322580645163,10139.40252510929,20125.0,40615.0,41626.0,279,1735,4,0,0,0,0,268,2025-12-23T20:53:29.192224,True,,receiver,receiver,True,diag-receiver-pure
32768,20,4096,20.0,200.0,102.4,0,0,0.0,cubic,10.005513582960702,2035712,198.6904503718376,72,0.0,0.0,0,64512,52919.11111111111,601,2.0,42347.0,23855.708633093524,10194.199029543925,20118.0,40904.0,41861.0,278,1737,4,0,0,0,0,268,2025-12-23T20:53:41.927744,True,,receiver,receiver,True,diag-receiver-pure
32768,20,8192,5.0,400.0,12.8,0,0,0.0,cubic,10.012850356055424,4071424,397.08972556405513,0,0.0,0.0,1448,64512,56054.00561622465,956,2.0,20331.0,19516.09836065574,3382.5126298574046,20109.0,20160.0,20253.0,488,3205,3,0,0,0,0,476,2025-12-23T20:53:54.681345,True,,healthy,receiver,False,diag-receiver-pure
32768,20,8192,10.0,400.0,25.6,0,0,0.0,cubic,10.012317436980084,4071424,397.1108611993071,0,0.0,0.0,1448,64512,56043.43642611684,956,4.0,20272.0,19521.40573770492,3369.121314784846,20099.0,20206.0,20246.0,488,3201,4,0,0,0,0,477,2025-12-23T20:54:07.541050,True,,healthy,receiver,False,diag-receiver-pure
32768,20,8192,20.0,400.0,51.2,0,0,0.0,cubic,10.011674394016154,4071424,397.1363673569331,0,0.0,0.0,1448,64512,56051.365792759054,956,4.0,20321.0,19522.555327868853,3363.347515383135,20105.0,20174.0,20236.0,488,3204,3,0,0,0,0,476,2025-12-23T20:54:20.407063,True,,healthy,receiver,False,diag-receiver-pure
32768,30,4096,5.0,133.33333333333334,38.4,0,0,0.0,cubic,10.017832744983023,1359872,132.56360270788792,66,0.0,0.0,0,64512,52158.1677852349,404,3.0,41729.0,30264.84293193717,9597.070036980109,30158.0,40959.0,41662.0,191,1192,4,0,0,0,0,180,2025-12-23T20:54:33.215049,True,,receiver,receiver,True,diag-receiver-pure
32768,30,4096,10.0,133.33333333333334,76.8,0,0,0.0,cubic,10.012999127036892,1359872,132.6275957034853,66,0.0,0.0,0,64512,51254.52820932134,452,8.0,42789.0,31602.70754716981,9479.0183080466,30155.0,41575.0,41952.0,212,1223,2,0,0,0,0,201,2025-12-23T20:54:45.903484,True,,receiver,receiver,True,diag-receiver-pure
32768,30,4096,20.0,133.33333333333334,153.6,0,0,0.0,cubic,10.01070664206054,1359872,132.6579678621621,66,0.0,0.0,0,64512,52158.1677852349,404,12.0,41971.0,30285.759162303664,9598.795770598628,30133.0,41099.0,41805.0,191,1192,4,0,0,0,0,180,2025-12-23T20:54:58.578845,True,,receiver,receiver,True,diag-receiver-pure
32768,30,8192,5.0,266.6666666666667,19.2,0,0,0.0,cubic,10.014818876050413,2719744,265.2069930442375,0,0.0,0.0,1448,64512,56053.28151830095,658,5.0,30375.0,28851.702064896755,6008.235428504114,30109.0,30224.0,30284.0,339,2213,4,0,0,0,0,328,2025-12-23T20:55:11.253753,True,,healthy,receiver,False,diag-receiver-pure
32768,30,8192,10.0,266.6666666666667,38.4,0,0,0.0,cubic,10.019209878053516,2719744,265.0907638752842,0,0.0,0.0,1448,64512,56068.82591093118,660,1.0,30422.0,28874.235294117647,5996.00252402933,30123.0,30220.0,30280.0,340,2223,4,0,0,0,0,329,2025-12-23T20:55:24.035292,True,,healthy,receiver,False,diag-receiver-pure
32768,30,8192,20.0,266.6666666666667,76.8,0,0,0.0,cubic,10.017069941968655,2719744,265.147394935531,0,0.0,0.0,1448,64512,56069.02443438914,656,4.0,30356.0,28867.846153846152,6003.631119689298,30118.0,30214.0,30285.0,338,2210,4,0,0,0,0,327,2025-12-23T20:55:36.822884,True,,healthy,receiver,False,diag-receiver-pure
32768,50,4096,5.0,80.0,64.0,0,0,0.0,cubic,10.031444689957423,819200,79.74923101563702,46,0.0,0.0,0,64512,51898.13545816733,261,2.0,42232.0,25487.15573770492,17098.696539344695,40124.0,41791.0,41942.0,122,753,3,0,0,0,0,110,2025-12-23T20:55:49.618252,True,,receiver,receiver,True,diag-receiver-pure
32768,50,4096,10.0,80.0,128.0,0,0,0.0,cubic,10.028642794000916,819200,79.77151210117445,46,0.0,0.0,0,64512,51898.13545816733,261,1.0,42012.0,25474.786885245903,17037.648337027662,40148.0,41673.0,41879.0,122,753,3,0,0,0,0,110,2025-12-23T20:56:02.315944,True,,receiver,receiver,True,diag-receiver-pure
32768,50,4096,20.0,80.0,256.0,0,0,0.0,cubic,10.02913671801798,819200,79.76758344142914,46,0.0,0.0,0,64512,51898.13545816733,261,3.0,41975.0,25496.188524590165,17048.99935640278,40188.0,41686.0,41951.0,122,753,3,0,0,0,0,110,2025-12-23T20:56:15.020504,True,,receiver,receiver,True,diag-receiver-pure
32768,50,8192,5.0,160.0,32.0,0,0,0.0,cubic,10.035970762022773,1638400,159.42653062069272,77,0.0,0.0,0,64512,52332.95719298246,481,5.0,42029.0,26966.42857142857,16376.374755112864,40273.0,41737.0,41984.0,224,1425,3,0,0,0,0,213,2025-12-23T20:56:27.707177,True,,receiver,receiver,True,diag-receiver-pure
32768,50,8192,10.0,160.0,64.0,0,0,0.0,cubic,10.029691542033106,1638400,159.52634169202636,77,0.0,0.0,0,64512,52264.93418259023,479,15.0,41974.0,27013.625,16423.913240099133,40209.0,41771.0,41945.0,224,1413,3,0,0,0,0,212,2025-12-23T20:56:40.460373,True,,receiver,receiver,True,diag-receiver-pure
32768,50,8192,20.0,160.0,128.0,0,0,0.0,cubic,10.038238328997975,1638400,159.3905172960476,77,0.0,0.0,0,64512,52263.90941259731,479,4.0,42036.0,26975.321428571428,16385.33780097441,40275.0,41581.0,41934.0,224,1413,3,0,0,0,0,212,2025-12-23T20:56:53.254985,True,,receiver,receiver,True,diag-receiver-pure
65536,5,4096,5.0,800.0,6.4,0,0,0.0,cubic,10.00208591693081,8003584,781.4369987333981,413,0.0,0.0,0,74300,55122.077885561645,1734,10.0,5497.0,4938.94682230869,904.1840004337372,5093.0,5204.0,5289.0,771,7113,0,0,0,0,0,745,2025-12-23T20:57:06.007051,True,,receiver,receiver,True,diag-receiver-pure
65536,5,4096,10.0,800.0,12.8,0,0,0.0,cubic,10.003662022063509,8015872,782.513441851095,422,0.0,0.0,0,74300,54976.59843181182,1693,2.0,5395.0,4947.90781049936,868.3414418412228,5079.0,5233.0,5330.0,781,7142,1,0,0,0,0,758,2025-12-23T20:57:19.185540,True,,receiver,receiver,True,diag-receiver-pure
65536,5,4096,20.0,800.0,25.6,0,0,0.0,cubic,10.00262060505338,8032256,784.1944935947253,433,0.0,0.0,0,74300,54931.60532585844,1694,2.0,5392.0,4946.643410852713,849.487058774328,5075.0,5216.0,5312.0,774,7135,1,0,0,0,0,751,2025-12-23T20:57:32.297373,True,,receiver,receiver,True,diag-receiver-pure
65536,5,8192,5.0,1600.0,3.2,0,0,0.0,cubic,10.001504663028754,16039936,1566.1643450413062,374,0.0,0.0,0,74300,56363.70033745782,3419,2.0,5471.0,5002.262925598991,641.2931142314501,5075.0,5172.0,5279.0,1586,13335,0,0,0,0,0,1294,2025-12-23T20:57:45.419912,True,,receiver,receiver,True,diag-receiver-pure
